id,total_proteins,majority_class,majority_class_count,purity_score,infilation
6213,8,lysogeny,6,0.75,2
6221,2,structuralAssembly,2,1,2
6235,2,recombinationReplication,2,1,2
6293,2,structuralAssembly,2,1,2
6310,4,structuralAssembly,4,1,2
6311,2,recombinationReplication,2,1,2
6319,4,structuralAssembly,4,1,2
6360,4,recombinationReplication,4,1,2
6367,2,structuralAssembly,2,1,2
6472,2,structuralAssembly,2,1,2
6473,2,structuralAssembly,2,1,2
6492,2,structuralAssembly,2,1,2
6495,2,recombinationReplication,2,1,2
6552,2,structuralAssembly,2,1,2
6555,2,lysogeny,1,0.5,2
6558,2,structuralAssembly,2,1,2
6571,2,lysis,2,1,2
6572,2,structuralAssembly,2,1,2
6578,2,structuralAssembly,2,1,2
6617,2,structuralAssembly,2,1,2
6622,2,structuralAssembly,2,1,2
6666,2,structuralAssembly,2,1,2
6687,2,structuralAssembly,2,1,2
6688,2,structuralAssembly,2,1,2
6692,2,structuralAssembly,2,1,2
6750,2,structuralAssembly,2,1,2
6773,2,recombinationReplication,2,1,2
6793,2,structuralAssembly,2,1,2
6794,2,structuralAssembly,2,1,2
6854,2,lysogeny,2,1,2
6872,2,lysogeny,1,0.5,2
6919,2,recombinationReplication,2,1,2
7160,3,recombinationReplication,3,1,2
7350,2,lysogeny,2,1,2
7351,2,lysogeny,1,0.5,2
7413,2,structuralAssembly,2,1,2
7416,2,structuralAssembly,2,1,2
7430,3,lysogeny,3,1,2
7555,2,structuralAssembly,2,1,2
7703,2,structuralAssembly,2,1,2
7752,319,structuralAssembly,319,1,2
7753,3,structuralAssembly,2,0.666666667,2
7756,64,structuralAssembly,64,1,2
7758,108,lysis,108,1,2
7759,51,structuralAssembly,51,1,2
7762,40,lysis,39,0.975,2
7769,10,structuralAssembly,10,1,2
7770,10,structuralAssembly,10,1,2
7772,10,structuralAssembly,10,1,2
7777,6,recombinationReplication,6,1,2
7784,2,structuralAssembly,2,1,2
7790,5,recombinationReplication,5,1,2
1,898,recombinationReplication,429,0.477728285,1.4
2,1199,recombinationReplication,1197,0.998331943,1.4
3,848,structuralAssembly,841,0.991745283,1.4
4,126,recombinationReplication,114,0.904761905,1.4
5,181,structuralAssembly,162,0.895027624,1.4
7,1541,recombinationReplication,1541,1,1.4
8,393,recombinationReplication,390,0.992366412,1.4
9,1084,recombinationReplication,1081,0.997232472,1.4
10,251,structuralAssembly,247,0.984063745,1.4
11,1572,recombinationReplication,1572,1,1.4
12,167,recombinationReplication,159,0.952095808,1.4
13,22,recombinationReplication,22,1,1.4
15,2,structuralAssembly,2,1,1.4
16,18,lysis,18,1,1.4
17,865,recombinationReplication,865,1,1.4
18,26,recombinationReplication,26,1,1.4
19,3171,lysis,3042,0.959318827,1.4
21,218,recombinationReplication,217,0.995412844,1.4
22,585,recombinationReplication,340,0.581196581,1.4
23,396,structuralAssembly,347,0.876262626,1.4
25,61,recombinationReplication,40,0.655737705,1.4
26,36,structuralAssembly,35,0.972222222,1.4
27,437,structuralAssembly,434,0.993135011,1.4
28,301,recombinationReplication,301,1,1.4
29,728,lysogeny,721,0.990384615,1.4
30,120,lysogeny,116,0.966666667,1.4
31,29,recombinationReplication,28,0.965517241,1.4
32,321,recombinationReplication,320,0.996884735,1.4
33,314,lysogeny,225,0.71656051,1.4
34,23,recombinationReplication,23,1,1.4
35,130,recombinationReplication,130,1,1.4
36,13,recombinationReplication,13,1,1.4
37,1646,structuralAssembly,1604,0.974483597,1.4
38,1027,recombinationReplication,1024,0.99707887,1.4
39,403,recombinationReplication,396,0.982630273,1.4
40,977,structuralAssembly,955,0.977482088,1.4
41,209,recombinationReplication,209,1,1.4
42,508,recombinationReplication,360,0.708661417,1.4
43,3,recombinationReplication,3,1,1.4
44,102,recombinationReplication,65,0.637254902,1.4
45,200,recombinationReplication,199,0.995,1.4
46,182,recombinationReplication,181,0.994505495,1.4
47,4,recombinationReplication,4,1,1.4
49,130,recombinationReplication,56,0.430769231,1.4
50,747,structuralAssembly,747,1,1.4
51,174,structuralAssembly,174,1,1.4
53,231,recombinationReplication,231,1,1.4
54,202,recombinationReplication,146,0.722772277,1.4
55,521,structuralAssembly,515,0.988483685,1.4
59,2811,structuralAssembly,2808,0.998932764,1.4
60,140,recombinationReplication,140,1,1.4
61,953,recombinationReplication,943,0.989506821,1.4
62,655,structuralAssembly,655,1,1.4
63,638,structuralAssembly,638,1,1.4
65,15,structuralAssembly,10,0.666666667,1.4
66,411,lysogeny,407,0.99026764,1.4
67,53,structuralAssembly,41,0.773584906,1.4
68,19,recombinationReplication,19,1,1.4
69,707,structuralAssembly,608,0.859971711,1.4
70,99,recombinationReplication,97,0.97979798,1.4
71,349,recombinationReplication,264,0.756446991,1.4
72,545,recombinationReplication,544,0.998165138,1.4
75,583,recombinationReplication,581,0.996569468,1.4
76,143,structuralAssembly,142,0.993006993,1.4
77,534,lysis,532,0.996254682,1.4
78,96,lysogeny,54,0.5625,1.4
80,191,recombinationReplication,190,0.994764398,1.4
81,485,recombinationReplication,485,1,1.4
83,7,recombinationReplication,7,1,1.4
84,264,recombinationReplication,161,0.609848485,1.4
86,8,structuralAssembly,4,0.5,1.4
87,2,structuralAssembly,2,1,1.4
88,1147,structuralAssembly,1143,0.996512642,1.4
89,4,recombinationReplication,4,1,1.4
90,713,lysogeny,692,0.970546985,1.4
91,35,recombinationReplication,35,1,1.4
92,439,recombinationReplication,438,0.997722096,1.4
93,124,recombinationReplication,124,1,1.4
94,626,structuralAssembly,626,1,1.4
96,2,recombinationReplication,2,1,1.4
97,512,lysogeny,510,0.99609375,1.4
98,462,structuralAssembly,462,1,1.4
101,115,recombinationReplication,115,1,1.4
102,26,recombinationReplication,25,0.961538462,1.4
103,2,recombinationReplication,2,1,1.4
106,28,recombinationReplication,26,0.928571429,1.4
107,55,recombinationReplication,55,1,1.4
108,12,recombinationReplication,12,1,1.4
109,2,recombinationReplication,2,1,1.4
111,5665,structuralAssembly,5654,0.998058252,1.4
112,2,recombinationReplication,2,1,1.4
113,328,recombinationReplication,234,0.713414634,1.4
114,420,structuralAssembly,417,0.992857143,1.4
115,43,recombinationReplication,41,0.953488372,1.4
116,260,recombinationReplication,260,1,1.4
117,17,recombinationReplication,17,1,1.4
118,69,recombinationReplication,55,0.797101449,1.4
120,151,recombinationReplication,151,1,1.4
123,509,recombinationReplication,509,1,1.4
124,610,structuralAssembly,341,0.559016393,1.4
125,560,structuralAssembly,560,1,1.4
126,181,lysis,180,0.994475138,1.4
128,13,recombinationReplication,13,1,1.4
131,5,recombinationReplication,5,1,1.4
132,69,lysogeny,69,1,1.4
133,21,recombinationReplication,15,0.714285714,1.4
134,843,structuralAssembly,842,0.99881376,1.4
135,387,recombinationReplication,385,0.994832041,1.4
136,798,recombinationReplication,794,0.994987469,1.4
138,378,recombinationReplication,378,1,1.4
139,319,structuralAssembly,279,0.87460815,1.4
140,85,recombinationReplication,85,1,1.4
142,184,lysogeny,140,0.760869565,1.4
143,85,recombinationReplication,83,0.976470588,1.4
144,179,recombinationReplication,179,1,1.4
145,80,recombinationReplication,45,0.5625,1.4
146,44,recombinationReplication,44,1,1.4
151,28,structuralAssembly,19,0.678571429,1.4
152,18,recombinationReplication,18,1,1.4
153,31,recombinationReplication,23,0.741935484,1.4
155,2472,structuralAssembly,2472,1,1.4
157,177,recombinationReplication,177,1,1.4
158,28,structuralAssembly,28,1,1.4
159,142,recombinationReplication,142,1,1.4
160,343,recombinationReplication,339,0.988338192,1.4
164,136,recombinationReplication,129,0.948529412,1.4
165,9,recombinationReplication,9,1,1.4
167,26,lysis,25,0.961538462,1.4
168,91,recombinationReplication,91,1,1.4
171,7,recombinationReplication,7,1,1.4
173,39,lysis,20,0.512820513,1.4
175,37,lysogeny,20,0.540540541,1.4
176,112,structuralAssembly,111,0.991071429,1.4
177,1223,structuralAssembly,1222,0.999182339,1.4
178,672,structuralAssembly,666,0.991071429,1.4
181,105,lysis,98,0.933333333,1.4
182,874,structuralAssembly,580,0.663615561,1.4
183,5,recombinationReplication,5,1,1.4
184,157,recombinationReplication,104,0.662420382,1.4
185,343,structuralAssembly,343,1,1.4
186,115,structuralAssembly,65,0.565217391,1.4
187,288,structuralAssembly,163,0.565972222,1.4
189,45,recombinationReplication,30,0.666666667,1.4
190,189,structuralAssembly,143,0.756613757,1.4
191,39,recombinationReplication,39,1,1.4
194,27,recombinationReplication,27,1,1.4
197,123,recombinationReplication,121,0.983739837,1.4
201,19,recombinationReplication,19,1,1.4
202,105,recombinationReplication,105,1,1.4
203,24,recombinationReplication,24,1,1.4
204,4,recombinationReplication,4,1,1.4
209,4973,structuralAssembly,4973,1,1.4
210,1394,structuralAssembly,1390,0.99713056,1.4
211,743,structuralAssembly,743,1,1.4
212,3,recombinationReplication,3,1,1.4
213,605,structuralAssembly,605,1,1.4
215,52,lysogeny,43,0.826923077,1.4
216,115,recombinationReplication,112,0.973913043,1.4
217,268,recombinationReplication,268,1,1.4
219,24,recombinationReplication,24,1,1.4
220,82,structuralAssembly,54,0.658536585,1.4
221,119,recombinationReplication,119,1,1.4
222,37,lysogeny,35,0.945945946,1.4
224,15,structuralAssembly,12,0.8,1.4
225,98,recombinationReplication,75,0.765306122,1.4
228,123,structuralAssembly,111,0.902439024,1.4
230,2,recombinationReplication,2,1,1.4
231,18,recombinationReplication,12,0.666666667,1.4
232,12,recombinationReplication,12,1,1.4
233,9,recombinationReplication,9,1,1.4
236,1222,structuralAssembly,1222,1,1.4
237,2,recombinationReplication,2,1,1.4
238,163,structuralAssembly,91,0.558282209,1.4
239,144,structuralAssembly,91,0.631944444,1.4
241,261,lysis,261,1,1.4
243,54,recombinationReplication,54,1,1.4
245,41,recombinationReplication,41,1,1.4
248,28,recombinationReplication,22,0.785714286,1.4
249,35,structuralAssembly,35,1,1.4
251,3,recombinationReplication,3,1,1.4
256,3,recombinationReplication,3,1,1.4
257,12,recombinationReplication,12,1,1.4
261,467,structuralAssembly,455,0.974304069,1.4
262,14,recombinationReplication,14,1,1.4
263,657,structuralAssembly,655,0.99695586,1.4
264,143,recombinationReplication,143,1,1.4
266,115,recombinationReplication,115,1,1.4
267,5,recombinationReplication,3,0.6,1.4
268,356,structuralAssembly,258,0.724719101,1.4
270,16,recombinationReplication,16,1,1.4
271,67,recombinationReplication,67,1,1.4
274,102,recombinationReplication,102,1,1.4
275,252,recombinationReplication,200,0.793650794,1.4
277,4,recombinationReplication,4,1,1.4
278,2,structuralAssembly,2,1,1.4
279,189,recombinationReplication,188,0.994708995,1.4
280,170,lysis,113,0.664705882,1.4
281,32,structuralAssembly,32,1,1.4
284,85,structuralAssembly,64,0.752941176,1.4
285,27,structuralAssembly,25,0.925925926,1.4
286,101,recombinationReplication,101,1,1.4
287,6,recombinationReplication,6,1,1.4
290,8,recombinationReplication,8,1,1.4
291,4,recombinationReplication,4,1,1.4
293,30,structuralAssembly,28,0.933333333,1.4
294,15,lysis,11,0.733333333,1.4
295,68,recombinationReplication,64,0.941176471,1.4
299,14,recombinationReplication,9,0.642857143,1.4
302,19,structuralAssembly,18,0.947368421,1.4
306,332,lysogeny,327,0.984939759,1.4
307,449,structuralAssembly,411,0.915367483,1.4
309,81,recombinationReplication,68,0.839506173,1.4
311,636,structuralAssembly,397,0.624213836,1.4
312,321,structuralAssembly,321,1,1.4
313,152,structuralAssembly,152,1,1.4
314,126,recombinationReplication,126,1,1.4
315,72,lysogeny,72,1,1.4
316,70,recombinationReplication,70,1,1.4
317,16,structuralAssembly,14,0.875,1.4
318,83,lysogeny,79,0.951807229,1.4
320,2,recombinationReplication,2,1,1.4
321,24,recombinationReplication,24,1,1.4
323,11,structuralAssembly,9,0.818181818,1.4
324,4,recombinationReplication,4,1,1.4
325,48,recombinationReplication,48,1,1.4
326,27,recombinationReplication,26,0.962962963,1.4
328,9,recombinationReplication,9,1,1.4
330,13,recombinationReplication,9,0.692307692,1.4
333,26,recombinationReplication,26,1,1.4
335,17,structuralAssembly,17,1,1.4
336,6,recombinationReplication,6,1,1.4
338,19,lysogeny,11,0.578947368,1.4
340,6,recombinationReplication,6,1,1.4
344,15,structuralAssembly,15,1,1.4
346,30,structuralAssembly,18,0.6,1.4
347,49,structuralAssembly,49,1,1.4
348,6,recombinationReplication,6,1,1.4
351,11,structuralAssembly,8,0.727272727,1.4
352,21,structuralAssembly,21,1,1.4
353,5,recombinationReplication,4,0.8,1.4
356,3,recombinationReplication,3,1,1.4
360,9,recombinationReplication,7,0.777777778,1.4
361,193,recombinationReplication,192,0.994818653,1.4
362,577,recombinationReplication,485,0.840554593,1.4
363,407,recombinationReplication,241,0.592137592,1.4
364,7,structuralAssembly,7,1,1.4
365,637,structuralAssembly,637,1,1.4
366,110,structuralAssembly,84,0.763636364,1.4
367,187,lysogeny,185,0.989304813,1.4
368,465,recombinationReplication,325,0.698924731,1.4
369,53,recombinationReplication,53,1,1.4
371,44,lysogeny,38,0.863636364,1.4
372,7,lysogeny,4,0.571428571,1.4
373,6,recombinationReplication,6,1,1.4
374,23,lysis,23,1,1.4
375,61,recombinationReplication,61,1,1.4
376,272,structuralAssembly,173,0.636029412,1.4
377,218,lysis,217,0.995412844,1.4
378,56,structuralAssembly,44,0.785714286,1.4
379,2,recombinationReplication,2,1,1.4
381,38,structuralAssembly,34,0.894736842,1.4
384,4,recombinationReplication,3,0.75,1.4
387,4,structuralAssembly,3,0.75,1.4
390,3,recombinationReplication,3,1,1.4
392,2,recombinationReplication,1,0.5,1.4
394,18,recombinationReplication,18,1,1.4
395,47,lysis,36,0.765957447,1.4
396,9,recombinationReplication,9,1,1.4
397,6,recombinationReplication,5,0.833333333,1.4
400,2,recombinationReplication,2,1,1.4
401,21,structuralAssembly,21,1,1.4
407,33,structuralAssembly,33,1,1.4
408,8,lysogeny,7,0.875,1.4
411,3,recombinationReplication,3,1,1.4
415,9,recombinationReplication,7,0.777777778,1.4
422,2028,structuralAssembly,2028,1,1.4
425,310,recombinationReplication,310,1,1.4
427,644,structuralAssembly,533,0.827639752,1.4
428,347,recombinationReplication,345,0.994236311,1.4
429,514,lysis,513,0.998054475,1.4
430,136,lysis,94,0.691176471,1.4
432,105,recombinationReplication,104,0.99047619,1.4
433,308,structuralAssembly,308,1,1.4
435,225,recombinationReplication,225,1,1.4
436,57,structuralAssembly,57,1,1.4
437,53,structuralAssembly,53,1,1.4
438,63,recombinationReplication,41,0.650793651,1.4
439,72,lysis,38,0.527777778,1.4
440,48,recombinationReplication,48,1,1.4
444,85,structuralAssembly,81,0.952941176,1.4
445,53,recombinationReplication,53,1,1.4
448,37,structuralAssembly,37,1,1.4
449,10,recombinationReplication,10,1,1.4
454,29,lysogeny,29,1,1.4
455,278,lysogeny,278,1,1.4
456,75,recombinationReplication,75,1,1.4
457,4,recombinationReplication,4,1,1.4
459,12,recombinationReplication,12,1,1.4
460,18,recombinationReplication,18,1,1.4
461,68,structuralAssembly,68,1,1.4
462,21,structuralAssembly,21,1,1.4
465,27,recombinationReplication,26,0.962962963,1.4
467,27,recombinationReplication,27,1,1.4
469,26,recombinationReplication,26,1,1.4
470,28,recombinationReplication,28,1,1.4
473,17,lysogeny,8,0.470588235,1.4
475,13,structuralAssembly,13,1,1.4
476,3,recombinationReplication,3,1,1.4
477,2,recombinationReplication,2,1,1.4
479,14,recombinationReplication,14,1,1.4
481,13,structuralAssembly,11,0.846153846,1.4
482,36,structuralAssembly,36,1,1.4
484,16,recombinationReplication,16,1,1.4
488,12,structuralAssembly,11,0.916666667,1.4
489,11,recombinationReplication,8,0.727272727,1.4
496,7,lysogeny,7,1,1.4
497,6,lysis,6,1,1.4
500,7,structuralAssembly,4,0.571428571,1.4
505,4,recombinationReplication,4,1,1.4
506,8,recombinationReplication,8,1,1.4
508,7,structuralAssembly,7,1,1.4
510,8,structuralAssembly,8,1,1.4
511,4,structuralAssembly,4,1,1.4
512,4,recombinationReplication,4,1,1.4
515,2981,structuralAssembly,2979,0.999329084,1.4
516,342,structuralAssembly,342,1,1.4
517,26,recombinationReplication,26,1,1.4
518,389,recombinationReplication,388,0.997429306,1.4
519,157,recombinationReplication,157,1,1.4
520,560,structuralAssembly,560,1,1.4
521,453,recombinationReplication,343,0.757174393,1.4
522,172,structuralAssembly,172,1,1.4
523,128,structuralAssembly,128,1,1.4
524,11,recombinationReplication,11,1,1.4
525,177,structuralAssembly,177,1,1.4
526,109,recombinationReplication,109,1,1.4
527,75,structuralAssembly,75,1,1.4
528,47,recombinationReplication,47,1,1.4
531,42,recombinationReplication,42,1,1.4
534,36,recombinationReplication,36,1,1.4
536,8,recombinationReplication,8,1,1.4
539,148,structuralAssembly,148,1,1.4
542,27,lysogeny,27,1,1.4
543,36,recombinationReplication,36,1,1.4
544,69,recombinationReplication,54,0.782608696,1.4
548,56,structuralAssembly,56,1,1.4
549,22,structuralAssembly,22,1,1.4
551,73,recombinationReplication,41,0.561643836,1.4
555,14,structuralAssembly,8,0.571428571,1.4
556,6,recombinationReplication,6,1,1.4
557,38,recombinationReplication,38,1,1.4
560,11,recombinationReplication,11,1,1.4
561,12,recombinationReplication,12,1,1.4
564,30,structuralAssembly,23,0.766666667,1.4
566,66,structuralAssembly,55,0.833333333,1.4
567,11,structuralAssembly,11,1,1.4
569,5,lysogeny,5,1,1.4
572,4,recombinationReplication,4,1,1.4
573,16,structuralAssembly,16,1,1.4
575,30,structuralAssembly,30,1,1.4
577,15,recombinationReplication,8,0.533333333,1.4
578,25,structuralAssembly,22,0.88,1.4
579,45,recombinationReplication,25,0.555555556,1.4
582,7,recombinationReplication,7,1,1.4
583,3,lysogeny,3,1,1.4
584,2,recombinationReplication,2,1,1.4
585,19,recombinationReplication,19,1,1.4
589,6,lysis,6,1,1.4
594,23,structuralAssembly,23,1,1.4
602,4,structuralAssembly,3,0.75,1.4
604,2,recombinationReplication,2,1,1.4
605,2,recombinationReplication,2,1,1.4
609,2,recombinationReplication,2,1,1.4
610,2,structuralAssembly,2,1,1.4
615,438,lysis,380,0.867579909,1.4
616,678,structuralAssembly,678,1,1.4
617,901,structuralAssembly,893,0.991120977,1.4
618,192,recombinationReplication,191,0.994791667,1.4
619,390,structuralAssembly,390,1,1.4
620,174,structuralAssembly,173,0.994252874,1.4
621,12,structuralAssembly,11,0.916666667,1.4
624,69,structuralAssembly,69,1,1.4
626,57,lysogeny,39,0.684210526,1.4
627,157,structuralAssembly,157,1,1.4
630,238,structuralAssembly,238,1,1.4
631,84,recombinationReplication,84,1,1.4
632,225,lysogeny,186,0.826666667,1.4
633,132,recombinationReplication,132,1,1.4
634,62,structuralAssembly,62,1,1.4
640,34,structuralAssembly,33,0.970588235,1.4
641,21,recombinationReplication,21,1,1.4
647,2,recombinationReplication,2,1,1.4
649,2,recombinationReplication,2,1,1.4
650,18,lysis,18,1,1.4
651,59,structuralAssembly,59,1,1.4
652,8,lysis,5,0.625,1.4
653,21,recombinationReplication,16,0.761904762,1.4
654,70,recombinationReplication,70,1,1.4
659,3,recombinationReplication,3,1,1.4
661,5,lysis,4,0.8,1.4
663,34,recombinationReplication,34,1,1.4
668,17,structuralAssembly,15,0.882352941,1.4
669,4,recombinationReplication,4,1,1.4
671,26,lysogeny,18,0.692307692,1.4
673,16,lysis,14,0.875,1.4
675,24,structuralAssembly,24,1,1.4
679,6,recombinationReplication,6,1,1.4
680,12,structuralAssembly,12,1,1.4
681,50,recombinationReplication,50,1,1.4
683,27,structuralAssembly,18,0.666666667,1.4
685,13,structuralAssembly,12,0.923076923,1.4
687,7,structuralAssembly,7,1,1.4
694,3,recombinationReplication,3,1,1.4
696,2,recombinationReplication,2,1,1.4
701,24,structuralAssembly,24,1,1.4
702,8,recombinationReplication,8,1,1.4
705,10,recombinationReplication,10,1,1.4
706,4,recombinationReplication,4,1,1.4
707,7,recombinationReplication,7,1,1.4
710,11,structuralAssembly,11,1,1.4
711,2,recombinationReplication,2,1,1.4
714,27,structuralAssembly,27,1,1.4
718,8,recombinationReplication,8,1,1.4
719,25,lysis,14,0.56,1.4
722,6,recombinationReplication,6,1,1.4
725,7,recombinationReplication,6,0.857142857,1.4
727,6,recombinationReplication,6,1,1.4
732,4,lysogeny,2,0.5,1.4
733,3,recombinationReplication,3,1,1.4
751,2,lysogeny,1,0.5,1.4
758,3,lysis,3,1,1.4
762,3,recombinationReplication,3,1,1.4
764,3,structuralAssembly,2,0.666666667,1.4
774,10,recombinationReplication,10,1,1.4
776,269,lysis,266,0.988847584,1.4
777,890,structuralAssembly,890,1,1.4
778,617,structuralAssembly,615,0.996758509,1.4
779,255,structuralAssembly,255,1,1.4
780,13,recombinationReplication,13,1,1.4
782,2,recombinationReplication,2,1,1.4
783,58,recombinationReplication,39,0.672413793,1.4
784,34,structuralAssembly,34,1,1.4
785,173,lysogeny,170,0.98265896,1.4
786,287,structuralAssembly,174,0.606271777,1.4
787,92,structuralAssembly,92,1,1.4
788,5,recombinationReplication,5,1,1.4
789,3,structuralAssembly,3,1,1.4
791,61,recombinationReplication,58,0.950819672,1.4
792,197,structuralAssembly,197,1,1.4
793,190,structuralAssembly,190,1,1.4
794,41,structuralAssembly,41,1,1.4
795,33,lysis,33,1,1.4
797,49,structuralAssembly,43,0.87755102,1.4
798,38,recombinationReplication,38,1,1.4
799,70,structuralAssembly,70,1,1.4
802,129,structuralAssembly,129,1,1.4
804,55,lysis,29,0.527272727,1.4
806,10,recombinationReplication,9,0.9,1.4
807,8,recombinationReplication,8,1,1.4
812,28,lysis,21,0.75,1.4
813,69,recombinationReplication,69,1,1.4
815,77,structuralAssembly,77,1,1.4
816,8,recombinationReplication,8,1,1.4
817,13,recombinationReplication,7,0.538461538,1.4
824,36,recombinationReplication,35,0.972222222,1.4
826,2,recombinationReplication,2,1,1.4
831,37,structuralAssembly,37,1,1.4
832,5,recombinationReplication,5,1,1.4
838,10,structuralAssembly,10,1,1.4
839,41,structuralAssembly,41,1,1.4
847,3,structuralAssembly,3,1,1.4
848,16,recombinationReplication,16,1,1.4
851,3,recombinationReplication,3,1,1.4
852,20,structuralAssembly,20,1,1.4
859,25,structuralAssembly,25,1,1.4
863,7,recombinationReplication,7,1,1.4
865,22,structuralAssembly,22,1,1.4
866,16,structuralAssembly,16,1,1.4
869,6,recombinationReplication,6,1,1.4
871,4,lysogeny,2,0.5,1.4
874,7,recombinationReplication,6,0.857142857,1.4
878,10,lysogeny,8,0.8,1.4
887,2,recombinationReplication,2,1,1.4
890,10,structuralAssembly,10,1,1.4
894,2,lysogeny,2,1,1.4
897,5,lysogeny,3,0.6,1.4
898,5,recombinationReplication,5,1,1.4
900,10,recombinationReplication,10,1,1.4
908,3,structuralAssembly,3,1,1.4
909,2,recombinationReplication,2,1,1.4
914,3,recombinationReplication,3,1,1.4
919,5,structuralAssembly,5,1,1.4
921,4,recombinationReplication,4,1,1.4
935,2,recombinationReplication,2,1,1.4
949,205,recombinationReplication,157,0.765853659,1.4
950,101,recombinationReplication,101,1,1.4
952,2,recombinationReplication,2,1,1.4
953,300,lysis,298,0.993333333,1.4
955,76,structuralAssembly,61,0.802631579,1.4
956,92,structuralAssembly,92,1,1.4
958,103,recombinationReplication,103,1,1.4
961,47,recombinationReplication,47,1,1.4
962,4,lysogeny,4,1,1.4
964,28,recombinationReplication,28,1,1.4
969,29,recombinationReplication,29,1,1.4
970,22,recombinationReplication,22,1,1.4
972,26,lysis,26,1,1.4
974,22,recombinationReplication,22,1,1.4
975,2,lysogeny,2,1,1.4
976,2,recombinationReplication,2,1,1.4
980,40,recombinationReplication,21,0.525,1.4
981,15,structuralAssembly,15,1,1.4
983,23,recombinationReplication,23,1,1.4
984,21,recombinationReplication,20,0.952380952,1.4
988,23,structuralAssembly,23,1,1.4
989,26,recombinationReplication,26,1,1.4
991,26,recombinationReplication,26,1,1.4
992,19,lysis,11,0.578947368,1.4
994,7,lysis,7,1,1.4
995,12,recombinationReplication,8,0.666666667,1.4
996,26,recombinationReplication,26,1,1.4
997,8,recombinationReplication,8,1,1.4
1001,10,recombinationReplication,10,1,1.4
1007,17,lysogeny,11,0.647058824,1.4
1009,2,recombinationReplication,2,1,1.4
1010,6,lysogeny,6,1,1.4
1013,5,recombinationReplication,5,1,1.4
1014,11,structuralAssembly,8,0.727272727,1.4
1022,27,lysogeny,21,0.777777778,1.4
1025,5,recombinationReplication,5,1,1.4
1027,9,lysogeny,9,1,1.4
1031,2,lysogeny,1,0.5,1.4
1033,22,structuralAssembly,22,1,1.4
1034,4,structuralAssembly,4,1,1.4
1035,4,recombinationReplication,4,1,1.4
1037,2,recombinationReplication,2,1,1.4
1038,17,recombinationReplication,12,0.705882353,1.4
1039,3,recombinationReplication,3,1,1.4
1041,4,recombinationReplication,4,1,1.4
1044,11,recombinationReplication,9,0.818181818,1.4
1050,5,structuralAssembly,5,1,1.4
1052,2,recombinationReplication,2,1,1.4
1055,6,structuralAssembly,6,1,1.4
1068,19,structuralAssembly,19,1,1.4
1069,5,recombinationReplication,5,1,1.4
1074,8,recombinationReplication,8,1,1.4
1075,4,recombinationReplication,4,1,1.4
1079,5,lysis,3,0.6,1.4
1081,8,recombinationReplication,8,1,1.4
1083,4,recombinationReplication,4,1,1.4
1085,6,recombinationReplication,6,1,1.4
1087,4,structuralAssembly,4,1,1.4
1088,4,recombinationReplication,4,1,1.4
1095,4,lysogeny,4,1,1.4
1100,3,structuralAssembly,3,1,1.4
1103,2,structuralAssembly,2,1,1.4
1112,7,recombinationReplication,6,0.857142857,1.4
1120,3,recombinationReplication,2,0.666666667,1.4
1147,2,recombinationReplication,2,1,1.4
1156,3,structuralAssembly,2,0.666666667,1.4
1162,426,structuralAssembly,426,1,1.4
1163,370,structuralAssembly,361,0.975675676,1.4
1164,170,recombinationReplication,170,1,1.4
1166,129,lysogeny,108,0.837209302,1.4
1167,307,structuralAssembly,307,1,1.4
1168,89,structuralAssembly,89,1,1.4
1169,68,recombinationReplication,67,0.985294118,1.4
1170,2,recombinationReplication,2,1,1.4
1171,81,recombinationReplication,81,1,1.4
1174,131,structuralAssembly,131,1,1.4
1175,151,structuralAssembly,149,0.986754967,1.4
1176,4,recombinationReplication,4,1,1.4
1183,140,recombinationReplication,139,0.992857143,1.4
1185,120,recombinationReplication,106,0.883333333,1.4
1187,13,lysogeny,12,0.923076923,1.4
1189,4,recombinationReplication,4,1,1.4
1191,65,structuralAssembly,65,1,1.4
1193,32,structuralAssembly,32,1,1.4
1197,6,lysogeny,3,0.5,1.4
1204,10,recombinationReplication,10,1,1.4
1208,50,structuralAssembly,50,1,1.4
1211,3,structuralAssembly,3,1,1.4
1215,5,lysis,5,1,1.4
1219,41,structuralAssembly,41,1,1.4
1229,31,structuralAssembly,31,1,1.4
1231,7,recombinationReplication,7,1,1.4
1234,2,lysis,2,1,1.4
1238,8,recombinationReplication,8,1,1.4
1239,4,lysis,2,0.5,1.4
1242,2,recombinationReplication,2,1,1.4
1243,2,recombinationReplication,2,1,1.4
1244,9,recombinationReplication,9,1,1.4
1246,27,structuralAssembly,25,0.925925926,1.4
1249,5,structuralAssembly,5,1,1.4
1252,2,structuralAssembly,2,1,1.4
1253,16,structuralAssembly,16,1,1.4
1255,5,structuralAssembly,3,0.6,1.4
1256,5,lysis,4,0.8,1.4
1260,5,recombinationReplication,5,1,1.4
1264,2,structuralAssembly,2,1,1.4
1265,5,recombinationReplication,5,1,1.4
1266,9,structuralAssembly,9,1,1.4
1267,3,lysis,2,0.666666667,1.4
1268,7,lysogeny,7,1,1.4
1270,7,recombinationReplication,7,1,1.4
1271,9,structuralAssembly,9,1,1.4
1275,11,structuralAssembly,9,0.818181818,1.4
1277,4,recombinationReplication,4,1,1.4
1281,20,recombinationReplication,10,0.5,1.4
1283,5,recombinationReplication,5,1,1.4
1284,3,structuralAssembly,3,1,1.4
