id,total_proteins,majority_class,majority_class_count,purity_score,infilation
1,508,recombinationReplication,453,0.891732283,2
2,3,recombinationReplication,3,1,2
3,3,recombinationReplication,3,1,2
4,5,recombinationReplication,4,0.8,2
5,581,recombinationReplication,581,1,2
6,23,recombinationReplication,23,1,2
7,1506,recombinationReplication,811,0.538512616,2
8,4,recombinationReplication,4,1,2
9,115,recombinationReplication,115,1,2
10,728,lysogeny,721,0.990384615,2
11,82,recombinationReplication,66,0.804878049,2
13,400,lysogeny,396,0.99,2
14,2,structuralAssembly,2,1,2
15,703,lysis,513,0.72972973,2
17,384,recombinationReplication,384,1,2
19,179,recombinationReplication,179,1,2
20,246,recombinationReplication,246,1,2
21,142,recombinationReplication,142,1,2
22,174,lysogeny,94,0.540229885,2
23,301,recombinationReplication,301,1,2
24,540,recombinationReplication,539,0.998148148,2
25,1023,recombinationReplication,1022,0.999022483,2
26,1223,structuralAssembly,1222,0.999182339,2
29,157,recombinationReplication,104,0.662420382,2
30,58,recombinationReplication,57,0.982758621,2
31,189,structuralAssembly,143,0.756613757,2
32,40,recombinationReplication,39,0.975,2
34,743,structuralAssembly,743,1,2
35,141,structuralAssembly,141,1,2
36,189,recombinationReplication,187,0.989417989,2
37,574,structuralAssembly,574,1,2
38,162,structuralAssembly,162,1,2
39,56,lysis,56,1,2
41,16,recombinationReplication,16,1,2
42,1210,structuralAssembly,1145,0.946280992,2
43,861,recombinationReplication,436,0.506387921,2
44,11,recombinationReplication,11,1,2
45,268,lysogeny,260,0.970149254,2
47,239,structuralAssembly,239,1,2
49,8,recombinationReplication,8,1,2
50,252,recombinationReplication,200,0.793650794,2
51,54,recombinationReplication,54,1,2
52,134,recombinationReplication,134,1,2
55,51,recombinationReplication,44,0.862745098,2
57,932,recombinationReplication,824,0.884120172,2
58,8,recombinationReplication,5,0.625,2
60,143,recombinationReplication,143,1,2
63,248,recombinationReplication,247,0.995967742,2
64,43,recombinationReplication,41,0.953488372,2
66,13,recombinationReplication,13,1,2
67,86,recombinationReplication,86,1,2
68,116,recombinationReplication,116,1,2
69,189,recombinationReplication,188,0.994708995,2
71,843,structuralAssembly,842,0.99881376,2
72,174,recombinationReplication,174,1,2
73,332,lysogeny,327,0.984939759,2
74,552,lysis,522,0.945652174,2
75,239,recombinationReplication,238,0.9958159,2
76,99,structuralAssembly,99,1,2
78,2,recombinationReplication,2,1,2
79,222,recombinationReplication,222,1,2
80,85,recombinationReplication,85,1,2
81,2,recombinationReplication,2,1,2
85,127,recombinationReplication,127,1,2
87,16,structuralAssembly,14,0.875,2
88,41,recombinationReplication,41,1,2
89,278,lysogeny,278,1,2
90,3,recombinationReplication,3,1,2
91,44,lysogeny,44,1,2
92,1534,recombinationReplication,1534,1,2
93,1205,structuralAssembly,1202,0.997510373,2
94,870,structuralAssembly,870,1,2
95,508,recombinationReplication,508,1,2
96,535,recombinationReplication,535,1,2
99,349,structuralAssembly,349,1,2
102,14,recombinationReplication,14,1,2
103,243,recombinationReplication,243,1,2
104,272,recombinationReplication,187,0.6875,2
106,26,recombinationReplication,25,0.961538462,2
107,127,recombinationReplication,127,1,2
112,39,recombinationReplication,39,1,2
113,132,structuralAssembly,103,0.78030303,2
114,118,recombinationReplication,118,1,2
116,2,recombinationReplication,2,1,2
117,127,recombinationReplication,55,0.433070866,2
118,119,structuralAssembly,115,0.966386555,2
123,779,structuralAssembly,779,1,2
124,126,structuralAssembly,126,1,2
125,247,structuralAssembly,247,1,2
126,527,structuralAssembly,506,0.960151803,2
127,48,recombinationReplication,47,0.979166667,2
128,951,recombinationReplication,951,1,2
129,418,recombinationReplication,408,0.976076555,2
131,283,structuralAssembly,148,0.522968198,2
132,531,recombinationReplication,530,0.998116761,2
133,18,recombinationReplication,18,1,2
134,250,structuralAssembly,247,0.988,2
135,81,recombinationReplication,68,0.839506173,2
137,531,recombinationReplication,531,1,2
138,77,recombinationReplication,77,1,2
139,103,structuralAssembly,103,1,2
140,21,recombinationReplication,21,1,2
141,156,structuralAssembly,156,1,2
142,8,recombinationReplication,8,1,2
144,91,recombinationReplication,91,1,2
150,11,structuralAssembly,9,0.818181818,2
151,10,recombinationReplication,10,1,2
152,101,recombinationReplication,101,1,2
155,2,recombinationReplication,2,1,2
156,4,recombinationReplication,4,1,2
157,7,recombinationReplication,7,1,2
158,75,recombinationReplication,75,1,2
159,4,recombinationReplication,4,1,2
161,21,structuralAssembly,21,1,2
166,145,recombinationReplication,145,1,2
167,19,lysogeny,11,0.578947368,2
168,68,recombinationReplication,64,0.941176471,2
169,17,structuralAssembly,16,0.941176471,2
170,47,recombinationReplication,47,1,2
171,338,recombinationReplication,336,0.99408284,2
172,38,recombinationReplication,38,1,2
174,381,recombinationReplication,377,0.989501312,2
176,310,recombinationReplication,310,1,2
177,180,structuralAssembly,180,1,2
178,235,structuralAssembly,235,1,2
179,258,recombinationReplication,258,1,2
180,26,lysis,24,0.923076923,2
181,347,recombinationReplication,345,0.994236311,2
182,156,lysis,99,0.634615385,2
183,172,structuralAssembly,172,1,2
184,453,recombinationReplication,343,0.757174393,2
185,293,structuralAssembly,293,1,2
186,172,structuralAssembly,172,1,2
187,11,recombinationReplication,11,1,2
188,55,structuralAssembly,55,1,2
189,46,recombinationReplication,44,0.956521739,2
195,26,recombinationReplication,26,1,2
196,39,recombinationReplication,39,1,2
197,132,recombinationReplication,132,1,2
198,141,recombinationReplication,141,1,2
199,53,structuralAssembly,41,0.773584906,2
200,41,recombinationReplication,41,1,2
201,8,recombinationReplication,8,1,2
204,27,lysogeny,27,1,2
206,2,recombinationReplication,2,1,2
208,70,recombinationReplication,70,1,2
211,22,structuralAssembly,22,1,2
212,68,recombinationReplication,68,1,2
216,10,recombinationReplication,10,1,2
218,5562,structuralAssembly,5551,0.998022294,2
219,1768,recombinationReplication,1767,0.999434389,2
220,4,lysogeny,4,1,2
221,499,lysis,266,0.533066132,2
222,254,structuralAssembly,253,0.996062992,2
223,390,structuralAssembly,390,1,2
225,294,lysis,294,1,2
226,70,recombinationReplication,49,0.7,2
227,7,recombinationReplication,7,1,2
228,58,recombinationReplication,49,0.844827586,2
229,3,recombinationReplication,3,1,2
230,239,lysogeny,224,0.937238494,2
231,112,lysis,94,0.839285714,2
232,184,lysis,96,0.52173913,2
233,153,structuralAssembly,153,1,2
234,2,structuralAssembly,2,1,2
236,38,recombinationReplication,38,1,2
237,81,recombinationReplication,81,1,2
241,225,lysogeny,186,0.826666667,2
242,132,recombinationReplication,132,1,2
243,109,recombinationReplication,109,1,2
244,13,recombinationReplication,13,1,2
245,2,recombinationReplication,2,1,2
248,521,structuralAssembly,515,0.988483685,2
252,123,recombinationReplication,121,0.983739837,2
253,85,structuralAssembly,81,0.952941176,2
255,43,recombinationReplication,43,1,2
257,2,recombinationReplication,2,1,2
259,21,recombinationReplication,16,0.761904762,2
260,7,structuralAssembly,7,1,2
265,12,recombinationReplication,12,1,2
269,36,lysogeny,20,0.555555556,2
271,4,recombinationReplication,4,1,2
272,26,recombinationReplication,26,1,2
273,16,lysis,14,0.875,2
275,26,recombinationReplication,26,1,2
276,3,recombinationReplication,3,1,2
277,14,recombinationReplication,14,1,2
282,2,recombinationReplication,2,1,2
283,8,recombinationReplication,8,1,2
285,791,structuralAssembly,787,0.99494311,2
286,1643,structuralAssembly,1643,1,2
287,1253,structuralAssembly,1253,1,2
288,1083,structuralAssembly,1083,1,2
289,467,structuralAssembly,455,0.974304069,2
292,330,structuralAssembly,330,1,2
293,167,lysis,167,1,2
294,205,recombinationReplication,199,0.970731707,2
295,24,recombinationReplication,24,1,2
296,213,recombinationReplication,213,1,2
297,2,recombinationReplication,2,1,2
301,512,lysogeny,510,0.99609375,2
302,168,structuralAssembly,168,1,2
303,75,recombinationReplication,74,0.986666667,2
304,6,recombinationReplication,6,1,2
306,187,lysogeny,185,0.989304813,2
309,18,recombinationReplication,17,0.944444444,2
310,105,recombinationReplication,104,0.99047619,2
311,115,recombinationReplication,112,0.973913043,2
312,2,recombinationReplication,2,1,2
313,52,recombinationReplication,33,0.634615385,2
314,173,lysogeny,170,0.98265896,2
315,179,structuralAssembly,179,1,2
318,102,recombinationReplication,102,1,2
319,4,recombinationReplication,4,1,2
322,60,recombinationReplication,60,1,2
328,2,recombinationReplication,2,1,2
330,93,lysogeny,66,0.709677419,2
331,31,structuralAssembly,31,1,2
333,2,recombinationReplication,2,1,2
336,48,recombinationReplication,48,1,2
337,4,recombinationReplication,3,0.75,2
343,10,recombinationReplication,9,0.9,2
347,42,structuralAssembly,42,1,2
348,69,recombinationReplication,69,1,2
349,77,structuralAssembly,77,1,2
352,18,recombinationReplication,18,1,2
355,57,structuralAssembly,57,1,2
357,2,recombinationReplication,1,0.5,2
364,5,recombinationReplication,5,1,2
373,12,lysis,12,1,2
374,6,lysis,4,0.666666667,2
376,7,structuralAssembly,7,1,2
378,15,recombinationReplication,15,1,2
385,6,recombinationReplication,6,1,2
388,1352,structuralAssembly,1352,1,2
389,130,recombinationReplication,130,1,2
390,186,recombinationReplication,186,1,2
392,192,recombinationReplication,192,1,2
393,534,lysis,532,0.996254682,2
394,20,lysogeny,19,0.95,2
395,2,recombinationReplication,2,1,2
396,394,recombinationReplication,394,1,2
397,316,structuralAssembly,315,0.996835443,2
398,412,structuralAssembly,412,1,2
399,442,structuralAssembly,442,1,2
400,9,recombinationReplication,7,0.777777778,2
402,2,recombinationReplication,2,1,2
404,617,structuralAssembly,615,0.996758509,2
405,177,structuralAssembly,177,1,2
406,278,structuralAssembly,278,1,2
407,295,recombinationReplication,294,0.996610169,2
408,115,recombinationReplication,115,1,2
409,205,recombinationReplication,157,0.765853659,2
410,101,recombinationReplication,101,1,2
412,8,recombinationReplication,8,1,2
413,3,lysis,3,1,2
414,222,lysogeny,187,0.842342342,2
415,560,structuralAssembly,560,1,2
416,287,structuralAssembly,287,1,2
418,145,structuralAssembly,105,0.724137931,2
419,214,structuralAssembly,214,1,2
420,199,recombinationReplication,199,1,2
422,18,recombinationReplication,18,1,2
423,2,recombinationReplication,2,1,2
426,55,structuralAssembly,55,1,2
427,9,recombinationReplication,9,1,2
428,47,lysis,38,0.808510638,2
430,95,structuralAssembly,95,1,2
432,8,recombinationReplication,8,1,2
435,250,lysis,249,0.996,2
436,71,recombinationReplication,71,1,2
437,175,lysis,174,0.994285714,2
439,10,recombinationReplication,10,1,2
440,53,structuralAssembly,53,1,2
441,5,recombinationReplication,5,1,2
445,5,structuralAssembly,5,1,2
446,37,lysogeny,35,0.945945946,2
447,47,recombinationReplication,47,1,2
453,2,recombinationReplication,2,1,2
456,4,recombinationReplication,4,1,2
457,58,recombinationReplication,58,1,2
458,53,recombinationReplication,53,1,2
459,55,structuralAssembly,55,1,2
460,4,recombinationReplication,3,0.75,2
469,22,recombinationReplication,22,1,2
471,21,recombinationReplication,15,0.714285714,2
473,54,structuralAssembly,42,0.777777778,2
476,22,recombinationReplication,22,1,2
477,40,structuralAssembly,40,1,2
479,34,recombinationReplication,34,1,2
481,15,structuralAssembly,15,1,2
485,11,recombinationReplication,11,1,2
492,28,recombinationReplication,28,1,2
493,26,recombinationReplication,26,1,2
497,15,recombinationReplication,15,1,2
498,42,structuralAssembly,42,1,2
500,12,recombinationReplication,8,0.666666667,2
503,13,recombinationReplication,13,1,2
505,22,structuralAssembly,22,1,2
507,6,recombinationReplication,6,1,2
510,15,recombinationReplication,15,1,2
513,27,structuralAssembly,25,0.925925926,2
515,3,structuralAssembly,3,1,2
517,7,structuralAssembly,7,1,2
518,6,recombinationReplication,6,1,2
519,6,recombinationReplication,6,1,2
520,11,recombinationReplication,8,0.727272727,2
523,4,recombinationReplication,4,1,2
524,13,lysogeny,8,0.615384615,2
536,5,recombinationReplication,5,1,2
538,14,lysogeny,9,0.642857143,2
543,7,recombinationReplication,7,1,2
544,9,structuralAssembly,9,1,2
545,126,recombinationReplication,125,0.992063492,2
546,14,recombinationReplication,14,1,2
547,330,structuralAssembly,330,1,2
548,633,structuralAssembly,633,1,2
550,278,structuralAssembly,278,1,2
551,7,structuralAssembly,7,1,2
552,340,structuralAssembly,340,1,2
553,26,recombinationReplication,26,1,2
554,215,structuralAssembly,213,0.990697674,2
555,402,structuralAssembly,402,1,2
557,170,recombinationReplication,170,1,2
558,25,lysis,18,0.72,2
559,248,structuralAssembly,248,1,2
561,13,recombinationReplication,13,1,2
562,2,recombinationReplication,2,1,2
563,8,structuralAssembly,7,0.875,2
564,194,structuralAssembly,194,1,2
565,194,recombinationReplication,194,1,2
566,135,recombinationReplication,135,1,2
567,225,recombinationReplication,215,0.955555556,2
568,173,structuralAssembly,173,1,2
570,13,recombinationReplication,13,1,2
572,300,lysis,298,0.993333333,2
573,24,structuralAssembly,15,0.625,2
574,124,structuralAssembly,124,1,2
576,70,recombinationReplication,67,0.957142857,2
577,223,recombinationReplication,223,1,2
578,68,recombinationReplication,67,0.985294118,2
582,51,lysis,50,0.980392157,2
583,91,recombinationReplication,91,1,2
584,137,structuralAssembly,137,1,2
585,14,structuralAssembly,11,0.785714286,2
587,85,structuralAssembly,85,1,2
588,4,recombinationReplication,4,1,2
589,165,structuralAssembly,165,1,2
590,34,structuralAssembly,34,1,2
592,103,recombinationReplication,103,1,2
599,19,recombinationReplication,19,1,2
602,51,lysogeny,43,0.843137255,2
604,31,structuralAssembly,29,0.935483871,2
609,120,recombinationReplication,106,0.883333333,2
611,36,recombinationReplication,36,1,2
612,53,recombinationReplication,53,1,2
616,47,recombinationReplication,47,1,2
617,27,recombinationReplication,26,0.962962963,2
619,24,recombinationReplication,24,1,2
620,4,recombinationReplication,4,1,2
621,27,structuralAssembly,25,0.925925926,2
625,24,recombinationReplication,24,1,2
627,7,recombinationReplication,7,1,2
628,7,recombinationReplication,7,1,2
629,28,lysogeny,28,1,2
630,116,structuralAssembly,82,0.706896552,2
631,8,recombinationReplication,8,1,2
634,29,recombinationReplication,29,1,2
637,2,lysis,1,0.5,2
640,4,lysis,4,1,2
643,20,lysis,20,1,2
648,2,recombinationReplication,2,1,2
649,120,lysogeny,116,0.966666667,2
650,13,structuralAssembly,8,0.615384615,2
652,19,structuralAssembly,19,1,2
653,4,recombinationReplication,4,1,2
654,6,recombinationReplication,6,1,2
655,38,recombinationReplication,38,1,2
656,2,recombinationReplication,2,1,2
662,54,recombinationReplication,36,0.666666667,2
664,18,lysis,18,1,2
666,2,recombinationReplication,1,0.5,2
671,16,structuralAssembly,16,1,2
677,13,structuralAssembly,13,1,2
679,18,structuralAssembly,18,1,2
682,7,recombinationReplication,7,1,2
684,32,structuralAssembly,32,1,2
686,28,recombinationReplication,28,1,2
690,8,recombinationReplication,8,1,2
691,21,structuralAssembly,19,0.904761905,2
697,9,recombinationReplication,9,1,2
698,29,structuralAssembly,29,1,2
701,8,recombinationReplication,8,1,2
702,5,recombinationReplication,5,1,2
704,16,structuralAssembly,16,1,2
705,5,structuralAssembly,3,0.6,2
710,19,structuralAssembly,19,1,2
713,3,structuralAssembly,3,1,2
716,9,structuralAssembly,9,1,2
719,9,lysogeny,7,0.777777778,2
726,6,structuralAssembly,6,1,2
734,6,recombinationReplication,4,0.666666667,2
740,5,recombinationReplication,5,1,2
741,4,recombinationReplication,4,1,2
746,3,recombinationReplication,2,0.666666667,2
760,4,lysis,2,0.5,2
764,843,structuralAssembly,843,1,2
765,1638,structuralAssembly,1638,1,2
766,2520,lysis,2520,1,2
767,380,lysis,380,1,2
770,265,lysis,265,1,2
771,426,structuralAssembly,426,1,2
772,205,recombinationReplication,205,1,2
773,371,recombinationReplication,279,0.752021563,2
774,311,structuralAssembly,306,0.98392283,2
776,121,recombinationReplication,121,1,2
777,474,structuralAssembly,474,1,2
778,207,recombinationReplication,207,1,2
780,370,structuralAssembly,370,1,2
781,19,lysogeny,19,1,2
783,2,recombinationReplication,2,1,2
785,306,structuralAssembly,306,1,2
786,172,structuralAssembly,172,1,2
788,242,structuralAssembly,242,1,2
789,160,structuralAssembly,160,1,2
791,3,structuralAssembly,2,0.666666667,2
792,425,structuralAssembly,425,1,2
795,111,lysis,111,1,2
796,533,structuralAssembly,533,1,2
797,11,structuralAssembly,11,1,2
800,59,recombinationReplication,58,0.983050847,2
801,56,structuralAssembly,56,1,2
802,157,recombinationReplication,155,0.987261146,2
804,2,recombinationReplication,2,1,2
806,157,recombinationReplication,157,1,2
808,115,recombinationReplication,114,0.991304348,2
809,132,lysis,131,0.992424242,2
810,220,structuralAssembly,220,1,2
815,147,recombinationReplication,146,0.993197279,2
816,92,structuralAssembly,92,1,2
817,5,structuralAssembly,3,0.6,2
818,128,structuralAssembly,128,1,2
819,3,recombinationReplication,3,1,2
821,52,recombinationReplication,52,1,2
823,134,structuralAssembly,134,1,2
824,20,recombinationReplication,20,1,2
826,72,lysogeny,72,1,2
828,61,recombinationReplication,58,0.950819672,2
830,42,lysogeny,42,1,2
831,70,recombinationReplication,70,1,2
833,58,structuralAssembly,54,0.931034483,2
834,170,structuralAssembly,170,1,2
835,229,structuralAssembly,229,1,2
836,84,recombinationReplication,84,1,2
837,62,structuralAssembly,62,1,2
838,26,structuralAssembly,26,1,2
839,153,lysis,102,0.666666667,2
840,53,structuralAssembly,53,1,2
846,56,lysis,56,1,2
847,43,structuralAssembly,43,1,2
849,21,lysis,21,1,2
850,26,recombinationReplication,26,1,2
852,34,structuralAssembly,34,1,2
855,114,structuralAssembly,114,1,2
860,32,structuralAssembly,32,1,2
862,21,structuralAssembly,21,1,2
866,77,lysis,74,0.961038961,2
870,40,structuralAssembly,40,1,2
871,13,lysogeny,12,0.923076923,2
873,31,structuralAssembly,31,1,2
879,3,structuralAssembly,3,1,2
881,51,structuralAssembly,51,1,2
883,22,structuralAssembly,22,1,2
885,54,recombinationReplication,53,0.981481481,2
886,8,recombinationReplication,8,1,2
889,22,lysogeny,22,1,2
893,22,recombinationReplication,22,1,2
898,66,recombinationReplication,41,0.621212121,2
902,26,lysis,25,0.961538462,2
905,5,recombinationReplication,5,1,2
908,43,structuralAssembly,43,1,2
910,7,recombinationReplication,7,1,2
913,34,recombinationReplication,28,0.823529412,2
915,5,lysis,4,0.8,2
919,4,structuralAssembly,4,1,2
920,48,structuralAssembly,48,1,2
927,6,recombinationReplication,6,1,2
928,4,recombinationReplication,4,1,2
932,2,recombinationReplication,2,1,2
940,29,lysogeny,29,1,2
943,3,recombinationReplication,3,1,2
944,11,structuralAssembly,11,1,2
946,9,recombinationReplication,9,1,2
950,41,structuralAssembly,41,1,2
954,22,recombinationReplication,22,1,2
955,37,structuralAssembly,37,1,2
956,19,structuralAssembly,19,1,2
957,6,recombinationReplication,6,1,2
959,15,structuralAssembly,15,1,2
960,31,recombinationReplication,16,0.516129032,2
968,47,structuralAssembly,47,1,2
969,8,recombinationReplication,8,1,2
975,13,structuralAssembly,12,0.923076923,2
981,31,structuralAssembly,31,1,2
983,5,recombinationReplication,5,1,2
994,15,lysogeny,11,0.733333333,2
996,3,lysogeny,3,1,2
1000,13,lysis,11,0.846153846,2
1001,2,recombinationReplication,2,1,2
1002,6,lysogeny,6,1,2
1005,5,recombinationReplication,5,1,2
1011,16,structuralAssembly,16,1,2
1013,2,recombinationReplication,2,1,2
1025,2,lysogeny,1,0.5,2
1026,8,recombinationReplication,8,1,2
1029,6,recombinationReplication,6,1,2
1034,9,lysogeny,9,1,2
1039,2,recombinationReplication,2,1,2
1040,7,recombinationReplication,7,1,2
1043,2,structuralAssembly,2,1,2
1045,2,recombinationReplication,2,1,2
1051,9,recombinationReplication,9,1,2
1053,6,recombinationReplication,6,1,2
1054,5,structuralAssembly,5,1,2
1055,2,recombinationReplication,2,1,2
1056,4,lysogeny,2,0.5,2
1059,6,recombinationReplication,6,1,2
1060,2,structuralAssembly,2,1,2
1062,4,recombinationReplication,4,1,2
1065,3,structuralAssembly,3,1,2
1067,5,recombinationReplication,5,1,2
1071,2,lysis,2,1,2
1080,3,structuralAssembly,3,1,2
1081,3,structuralAssembly,3,1,2
1086,4,structuralAssembly,4,1,2
1090,4,recombinationReplication,4,1,2
1092,4,structuralAssembly,4,1,2
1100,4,lysogeny,2,0.5,2
1101,4,recombinationReplication,4,1,2
1109,2,structuralAssembly,2,1,2
1110,3,structuralAssembly,3,1,2
1111,3,recombinationReplication,3,1,2
1117,2,recombinationReplication,2,1,2
1118,4,recombinationReplication,4,1,2
1128,4,lysogeny,3,0.75,2
1138,4,structuralAssembly,4,1,2
1145,2,structuralAssembly,2,1,2
1146,4,structuralAssembly,4,1,2
1152,2,lysis,1,0.5,2
1158,846,structuralAssembly,825,0.975177305,2
1159,1165,structuralAssembly,1165,1,2
1163,367,structuralAssembly,361,0.983651226,2
1164,400,structuralAssembly,397,0.9925,2
1165,28,structuralAssembly,28,1,2
1166,173,structuralAssembly,173,1,2
1171,418,structuralAssembly,418,1,2
1173,58,lysogeny,54,0.931034483,2
1175,350,structuralAssembly,350,1,2
1177,215,structuralAssembly,215,1,2
1178,193,recombinationReplication,193,1,2
1179,289,structuralAssembly,281,0.972318339,2
1180,2,structuralAssembly,2,1,2
1181,95,recombinationReplication,92,0.968421053,2
1182,316,recombinationReplication,316,1,2
1183,77,recombinationReplication,71,0.922077922,2
1184,6,recombinationReplication,6,1,2
1185,170,structuralAssembly,161,0.947058824,2
1186,299,structuralAssembly,299,1,2
1187,96,structuralAssembly,96,1,2
1190,9,structuralAssembly,5,0.555555556,2
1191,39,recombinationReplication,39,1,2
1193,258,lysis,160,0.620155039,2
1194,78,structuralAssembly,78,1,2
1195,5,lysogeny,4,0.8,2
1204,57,lysogeny,39,0.684210526,2
1205,4,recombinationReplication,4,1,2
1206,58,lysogeny,56,0.965517241,2
1208,44,lysogeny,38,0.863636364,2
1209,4,recombinationReplication,4,1,2
1210,140,structuralAssembly,138,0.985714286,2
1213,147,structuralAssembly,140,0.952380952,2
1216,115,structuralAssembly,115,1,2
1217,49,structuralAssembly,49,1,2
1218,2,structuralAssembly,2,1,2
1219,29,structuralAssembly,29,1,2
1220,126,structuralAssembly,121,0.96031746,2
1221,16,recombinationReplication,16,1,2
1222,52,structuralAssembly,52,1,2
1223,144,lysis,144,1,2
1226,3,lysis,3,1,2
1227,6,recombinationReplication,6,1,2
1232,81,structuralAssembly,81,1,2
1242,21,recombinationReplication,21,1,2
1244,106,structuralAssembly,106,1,2
1245,14,lysogeny,10,0.714285714,2
1248,41,structuralAssembly,41,1,2
1254,108,structuralAssembly,108,1,2
1255,47,lysis,47,1,2
1261,41,structuralAssembly,41,1,2
1262,40,structuralAssembly,40,1,2
1264,30,lysis,30,1,2
1268,5,recombinationReplication,5,1,2
1270,55,lysis,52,0.945454545,2
1276,47,structuralAssembly,47,1,2
1283,46,recombinationReplication,39,0.847826087,2
1285,18,structuralAssembly,18,1,2
1290,7,structuralAssembly,7,1,2
1292,18,structuralAssembly,18,1,2
1293,2,structuralAssembly,2,1,2
1294,16,recombinationReplication,16,1,2
1297,33,structuralAssembly,33,1,2
1299,6,recombinationReplication,6,1,2
1302,26,lysis,26,1,2
1303,3,recombinationReplication,3,1,2
1305,6,recombinationReplication,6,1,2
1309,4,structuralAssembly,4,1,2
1310,7,recombinationReplication,7,1,2
1312,12,recombinationReplication,12,1,2
1313,10,recombinationReplication,10,1,2
1315,21,lysogeny,21,1,2
1318,45,recombinationReplication,45,1,2
1322,7,recombinationReplication,7,1,2
1327,26,recombinationReplication,26,1,2
1335,36,recombinationReplication,35,0.972222222,2
1338,10,structuralAssembly,10,1,2
1339,4,recombinationReplication,4,1,2
1341,10,recombinationReplication,10,1,2
1343,23,lysis,23,1,2
1345,24,lysogeny,20,0.833333333,2
1346,33,recombinationReplication,33,1,2
1348,13,structuralAssembly,13,1,2
1353,29,structuralAssembly,29,1,2
1355,34,structuralAssembly,34,1,2
1358,38,structuralAssembly,38,1,2
1360,5,recombinationReplication,5,1,2
1361,17,lysogeny,8,0.470588235,2
1363,5,lysogeny,5,1,2
1365,11,recombinationReplication,11,1,2
1368,28,recombinationReplication,28,1,2
1373,5,recombinationReplication,5,1,2
1375,5,lysogeny,5,1,2
1376,17,structuralAssembly,17,1,2
1377,10,structuralAssembly,10,1,2
1378,11,structuralAssembly,11,1,2
1384,9,recombinationReplication,9,1,2
1385,10,structuralAssembly,10,1,2
1386,7,recombinationReplication,7,1,2
1393,13,structuralAssembly,13,1,2
1402,13,structuralAssembly,10,0.769230769,2
1417,9,structuralAssembly,8,0.888888889,2
1418,11,recombinationReplication,11,1,2
1420,5,structuralAssembly,5,1,2
1425,3,recombinationReplication,3,1,2
1428,20,structuralAssembly,20,1,2
1429,12,lysis,6,0.5,2
1431,8,recombinationReplication,8,1,2
1436,38,recombinationReplication,18,0.473684211,2
1438,2,recombinationReplication,2,1,2
1440,5,structuralAssembly,5,1,2
1441,4,recombinationReplication,4,1,2
1447,9,structuralAssembly,9,1,2
1449,2,recombinationReplication,2,1,2
1452,2,recombinationReplication,2,1,2
1455,3,lysogeny,3,1,2
1458,2,recombinationReplication,2,1,2
1459,17,structuralAssembly,17,1,2
1461,13,recombinationReplication,13,1,2
1462,19,structuralAssembly,19,1,2
1465,14,structuralAssembly,14,1,2
1466,6,lysogeny,6,1,2
1471,12,recombinationReplication,12,1,2
1472,10,structuralAssembly,10,1,2
1473,18,structuralAssembly,18,1,2
1474,6,structuralAssembly,6,1,2
1475,9,recombinationReplication,9,1,2
1477,6,structuralAssembly,6,1,2
1484,2,recombinationReplication,2,1,2
1490,4,structuralAssembly,4,1,2
1491,2,structuralAssembly,2,1,2
1493,10,structuralAssembly,10,1,2
1494,23,structuralAssembly,23,1,2
1500,9,structuralAssembly,9,1,2
1501,9,structuralAssembly,9,1,2
1506,11,lysis,6,0.545454545,2
1507,6,lysis,6,1,2
1509,4,structuralAssembly,4,1,2
1512,3,lysogeny,2,0.666666667,2
1524,9,structuralAssembly,9,1,2
1525,20,structuralAssembly,20,1,2
1527,8,lysis,8,1,2
1533,5,recombinationReplication,5,1,2
1535,12,recombinationReplication,12,1,2
1536,20,recombinationReplication,10,0.5,2
1537,6,lysis,6,1,2
1538,2,structuralAssembly,2,1,2
1539,14,structuralAssembly,14,1,2
1541,2,recombinationReplication,2,1,2
1544,5,recombinationReplication,5,1,2
1547,3,recombinationReplication,3,1,2
1548,5,recombinationReplication,5,1,2
1552,2,structuralAssembly,2,1,2
1556,10,recombinationReplication,10,1,2
1558,8,lysis,8,1,2
1565,9,lysogeny,5,0.555555556,2
1579,5,lysogeny,5,1,2
1580,5,structuralAssembly,5,1,2
1581,15,lysis,14,0.933333333,2
1588,13,structuralAssembly,13,1,2
1591,8,recombinationReplication,4,0.5,2
1595,4,recombinationReplication,4,1,2
1599,11,structuralAssembly,11,1,2
1600,10,structuralAssembly,10,1,2
1602,8,recombinationReplication,8,1,2
1603,4,recombinationReplication,4,1,2
1607,7,structuralAssembly,7,1,2
1608,3,structuralAssembly,3,1,2
1611,6,lysogeny,6,1,2
1617,7,recombinationReplication,7,1,2
1622,6,lysis,3,0.5,2
1625,4,recombinationReplication,4,1,2
1627,6,recombinationReplication,6,1,2
1643,5,structuralAssembly,5,1,2
1645,7,structuralAssembly,7,1,2
1647,10,structuralAssembly,10,1,2
1656,2,recombinationReplication,2,1,2
1675,4,lysis,4,1,2
1677,2,recombinationReplication,2,1,2
1683,9,structuralAssembly,9,1,2
1684,2,recombinationReplication,2,1,2
1690,5,recombinationReplication,4,0.8,2
1696,4,structuralAssembly,4,1,2
1700,2,lysogeny,2,1,2
1701,2,lysogeny,2,1,2
1719,3,structuralAssembly,3,1,2
1725,5,structuralAssembly,5,1,2
1728,2,lysogeny,1,0.5,2
1732,2,lysogeny,2,1,2
1753,3,lysogeny,1,0.333333333,2
1754,2,recombinationReplication,2,1,2
1764,3,lysis,3,1,2
